"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 04 04:15:38 CST 2021","Sat Sep 04 04:15:38 CST 2021","0","commodity_module","test_commodity_cases","TestCommodityCases","","","购买首页商品",""
